#Organism/Name,Kingdom,Group,SubGroup,Size (Mb),Chrs,Organelles,Plasmids,BioProjects
Flavobacterium cauense,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,3.11396,-,-,-,2
Flavobacterium chungangense,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,5.5971,-,-,-,1
Flavobacterium columnare,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,3.16243,1,-,-,1
Flavobacterium daejeonense,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,4.24414,-,-,-,1
Flavobacterium denitrificans,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,4.82348,-,-,-,1
Flavobacterium enshiense,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,3.38709,-,-,-,2
Flavobacterium filum,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,3.19209,-,-,-,1
Flavobacterium frigidarium,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,3.63104,-,-,-,1
Flavobacterium frigoris,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,3.9341,-,-,-,1
Flavobacterium gelidilacus,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,3.44104,-,-,-,1
Flavobacterium hibernum,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,5.28367,-,-,-,1
Flavobacterium hydatis,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,5.87767,-,-,-,1
Flavobacterium indicum,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,2.99309,1,-,-,1
Flavobacterium johnsoniae,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,6.09687,1,-,-,1
Flavobacterium limnosediminis,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,3.46654,-,-,-,1
Flavobacterium phage 11b,Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,0.036012,1,-,-,1
Flavobacterium phage 6H,Viruses,"dsDNA viruses, no RNA stage",unclassified,0.046978,1,-,-,1
Flavobacterium phage FCL-2,Viruses,"dsDNA viruses, no RNA stage",Myoviridae,0.047142,1,-,-,1
Flavobacterium psychrophilum,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,2.90074,1,-,1,20
Flavobacterium reichenbachii,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,5.5014,-,-,-,1
Flavobacterium rivuli,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,4.48925,-,-,-,2
Flavobacterium saliperosum,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,2.89493,-,-,-,1
Flavobacterium sasangense,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,3.15874,-,-,-,1
Flavobacterium soli,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,4.00285,-,-,-,1
Flavobacterium subsaxonicum,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,4.63857,-,-,-,2
Flavobacterium succinicans,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,3.65281,-,-,-,1
Flavobacterium suncheonense,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,2.88378,-,-,-,2
Flavobacterium tegetincola,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,3.77454,-,-,-,1
Flavonifractor plautii,Bacteria,Firmicutes,Clostridia,4.38364,-,-,-,2
Flectobacillus major,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,6.22103,-,-,-,1
Flexal mammarenavirus,Viruses,ssRNA viruses,Arenaviridae,0.010448,2,-,-,1
Flexibacter elegans,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,4.03071,-,-,-,1
Flexibacter litoralis,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,4.91934,1,-,-,1
Flexibacter roseolus,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,4.25486,-,-,-,1
Flexistipes sinusarabici,Bacteria,Deferribacteres,Deferribacteres,2.52659,1,-,-,1
Flexithrix dorotheae,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,9.53682,-,-,-,1
Flock house virus,Viruses,ssRNA viruses,Nodaviridae,0.004507,2,-,-,1
Florida woods cockroach-associated cyclovirus,Viruses,ssDNA viruses,Circoviridae,0.001719,1,-,-,1
Fluoribacter dumoffii,Bacteria,Proteobacteria,Gammaproteobacteria,3.90967,1,-,2,2
Fluviicola taffensis,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,4.63358,1,-,-,1
Fodinicurvata fenggangensis,Bacteria,Proteobacteria,Alphaproteobacteria,3.76975,-,-,-,1
Fodinicurvata sediminis,Bacteria,Proteobacteria,Alphaproteobacteria,3.69055,-,-,-,1
Fomitiporia mediterranea,Eukaryota,Fungi,Basidiomycetes,63.3544,-,-,-,1
Fomitopsis pinicola,Eukaryota,Fungi,Basidiomycetes,41.6144,-,-,-,1
Fonsecaea multimorphosa,Eukaryota,Fungi,Ascomycetes,33.4471,-,-,-,1
Fonsecaea pedrosoi,Eukaryota,Fungi,Ascomycetes,34.6889,-,-,-,1
Fonticula alba,Eukaryota,Protists,Other Protists,31.2965,-,-,-,1
Foot-and-mouth disease virus,Viruses,ssRNA viruses,Picornaviridae,0.008134,1,-,-,1
Fopius arisanus,Eukaryota,Animals,Insects,153.632,-,-,-,1
Formica exsecta virus 1,Viruses,ssRNA viruses,Dicistroviridae,0.009554,1,-,-,1
Formica exsecta virus 2,Viruses,ssRNA viruses,Iflaviridae,0.00916,1,-,-,1
Formosa,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,3.05548,-,-,-,1
Formosa agariphila,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,4.22835,1,-,-,1
Fort Morgan virus,Viruses,ssRNA viruses,Togaviridae,0.011381,1,-,-,1
Fowl aviadenovirus A,Viruses,"dsDNA viruses, no RNA stage",Adenoviridae,0.043804,1,-,-,2
Fowl aviadenovirus B,Viruses,"dsDNA viruses, no RNA stage",Adenoviridae,0.045781,1,-,-,1
Fowl aviadenovirus C,Viruses,"dsDNA viruses, no RNA stage",Adenoviridae,0.045667,1,-,-,1
Fowl aviadenovirus D,Viruses,"dsDNA viruses, no RNA stage",Adenoviridae,0.045063,1,-,-,2
Fowl aviadenovirus E,Viruses,"dsDNA viruses, no RNA stage",Adenoviridae,0.044055,1,-,-,1
Fowlpox virus,Viruses,"dsDNA viruses, no RNA stage",Poxviridae,0.288539,1,-,-,1
Foxtail mosaic virus,Viruses,ssRNA viruses,Alphaflexiviridae,0.006151,1,-,-,1
Fragaria chiloensis cryptic virus,Viruses,dsRNA viruses,Partitiviridae,0.004678,3,-,-,1
Fragaria chiloensis latent virus,Viruses,ssRNA viruses,Bromoviridae,0.008485,3,-,-,1
Fragaria iinumae,Eukaryota,Plants,Land Plants,199.628,-,1,-,1
Fragaria nipponica,Eukaryota,Plants,Land Plants,206.415,-,-,-,1
Fragaria nubicola,Eukaryota,Plants,Land Plants,203.686,-,-,-,1
Fragaria orientalis,Eukaryota,Plants,Land Plants,214.184,-,-,-,1
Fragaria vesca,Eukaryota,Plants,Land Plants,214.373,14,1,-,1
Fragaria x ananassa,Eukaryota,Plants,Land Plants,697.762,-,-,-,2
Francisella,Bacteria,Proteobacteria,Gammaproteobacteria,2.03593,1,-,-,3
Francisella guangzhouensis,Bacteria,Proteobacteria,Gammaproteobacteria,1.66153,1,-,1,1
Francisella noatunensis,Bacteria,Proteobacteria,Gammaproteobacteria,1.86232,1,-,-,6
Francisella philomiragia,Bacteria,Proteobacteria,Gammaproteobacteria,2.15205,1,-,2,9
Francisella tularensis,Bacteria,Proteobacteria,Gammaproteobacteria,2.04703,1,-,1,69
Francisella tularensis subsp. novicida,Bacteria,Proteobacteria,Gammaproteobacteria,1.97234,1,-,2,2
Francolinus leucoscepus papillomavirus 1,Viruses,"dsDNA viruses, no RNA stage",Papillomaviridae,0.007498,1,-,-,1
Franconibacter helveticus,Bacteria,Proteobacteria,Gammaproteobacteria,4.84187,-,-,-,3
Franconibacter pulveris,Bacteria,Proteobacteria,Gammaproteobacteria,4.89473,-,-,-,4
Frangipani mosaic virus,Viruses,ssRNA viruses,Virgaviridae,0.006643,1,-,-,1
Frankia,Bacteria,Actinobacteria,Actinobacteria,10.4489,1,-,1,18
Frankia alni,Bacteria,Actinobacteria,Actinobacteria,7.49793,1,-,-,1
Frankia symbiont of Datisca glomerata,Bacteria,Actinobacteria,Actinobacteria,5.34099,1,-,2,1
Frankliniella occidentalis,Eukaryota,Animals,Insects,415.782,-,1,-,1
Frateuria aurantia,Bacteria,Proteobacteria,Gammaproteobacteria,3.60346,1,-,-,1
Fraxinus excelsior,Eukaryota,Plants,Land Plants,875.244,-,-,-,1
Freesia mosaic virus,Viruses,ssRNA viruses,Potyviridae,0.009489,1,-,-,1
French bean leaf curl betasatellite-Kanpur,Viruses,Satellites,unclassified,0.001379,1,-,-,1
French bean leaf curl virus-Kanpur,Viruses,ssDNA viruses,Geminiviridae,0.002741,1,-,-,1
French bean severe leaf curl virus,Viruses,ssDNA viruses,Geminiviridae,0.002771,1,-,-,1
Fretibacterium fastidiosum,Bacteria,Synergistetes,Synergistia,2.72834,1,-,-,1
Frigoribacterium,Bacteria,Actinobacteria,Actinobacteria,3.44535,-,-,-,2
Frischella perrara,Bacteria,Proteobacteria,Gammaproteobacteria,2.69235,1,-,-,1
Fritillary virus Y,Viruses,ssRNA viruses,Potyviridae,0.009656,1,-,-,1
Frog adenovirus 1,Viruses,"dsDNA viruses, no RNA stage",Adenoviridae,0.026163,1,-,-,1
Frog virus 3,Viruses,"dsDNA viruses, no RNA stage",Iridoviridae,0.105903,1,-,-,1
Fructobacillus,Bacteria,Firmicutes,Bacilli,1.6372,-,-,-,1
Fructobacillus ficulneus,Bacteria,Firmicutes,Bacilli,1.54367,-,-,-,1
Fructobacillus fructosus,Bacteria,Firmicutes,Bacilli,1.48594,-,-,-,2
Fructobacillus pseudoficulneus,Bacteria,Firmicutes,Bacilli,1.41186,-,-,-,1
Fructobacillus tropaeoli,Bacteria,Firmicutes,Bacilli,1.68512,-,-,-,1
Fruit bat alphaherpesvirus 1,Viruses,"dsDNA viruses, no RNA stage",Herpesviridae,0.149459,1,-,-,1
Fujinami sarcoma virus,Viruses,Retro-transcribing viruses,Retroviridae,0.004788,1,-,-,1
Fukomys damarensis,Eukaryota,Animals,Mammals,2333.89,-,1,-,1
Fulmarus glacialis,Eukaryota,Animals,Birds,1141.4,-,-,-,1
Fulmarus glacialis papillomavirus 1,Viruses,"dsDNA viruses, no RNA stage",Papillomaviridae,0.008132,1,-,-,1
Fulvimarina pelagi,Bacteria,Proteobacteria,Alphaproteobacteria,3.80624,-,-,-,1
Fulvivirga imtechensis,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,6.73786,-,-,-,1
Fundulus heteroclitus,Eukaryota,Animals,Fishes,1021.9,-,1,-,1
Fur seal faeces associated circular DNA virus,Viruses,ssDNA viruses,Circoviridae,0.002925,1,-,-,1
Furcraea necrotic streak virus,Viruses,ssRNA viruses,Tombusviridae,0.003966,1,-,-,1
Fusarium avenaceum,Eukaryota,Fungi,Ascomycetes,43.1681,-,1,-,3
Fusarium circinatum,Eukaryota,Fungi,Ascomycetes,44.138,-,1,-,2
Fusarium coeruleum mitovirus 1,Viruses,ssRNA viruses,Narnaviridae,0.002423,1,-,-,1
Fusarium fujikuroi,Eukaryota,Fungi,Ascomycetes,43.8127,-,-,-,4
Fusarium globosum mitovirus 1,Viruses,ssRNA viruses,Narnaviridae,0.002414,1,-,-,1
Fusarium graminearum,Eukaryota,Fungi,Ascomycetes,36.6676,4,1,-,4
Fusarium graminearum dsRNA mycovirus-1,Viruses,dsRNA viruses,unclassified,0.006621,1,-,-,1
Fusarium graminearum dsRNA mycovirus-3,Viruses,dsRNA viruses,unclassified,0.009098,1,-,-,1
Fusarium graminearum dsRNA mycovirus-4,Viruses,dsRNA viruses,unclassified,0.004122,2,-,-,1
Fusarium graminearum hypovirus 1,Viruses,dsRNA viruses,Hypoviridae,0.013023,1,-,-,1
Fusarium graminearum hypovirus 2,Viruses,dsRNA viruses,Hypoviridae,0.0128,1,-,-,1
Fusarium langsethiae,Eukaryota,Fungi,Ascomycetes,37.543,-,-,-,1
Fusarium nygamai,Eukaryota,Fungi,Ascomycetes,51.615,-,-,-,1
Fusarium oxysporum,Eukaryota,Fungi,Ascomycetes,61.4717,15,1,1,15
Fusarium oxysporum f. sp. dianthi mycovirus 1,Viruses,dsRNA viruses,Chrysoviridae,0.011804,4,-,-,1
Fusarium poae virus 1,Viruses,dsRNA viruses,Partitiviridae,0.004388,2,-,-,1
Fusarium pseudograminearum,Eukaryota,Fungi,Ascomycetes,37.2666,4,-,-,2
Fusarium sp. JS1030,Eukaryota,Fungi,Ascomycetes,53.7483,-,-,-,1
Fusarium sp. JS626,Eukaryota,Fungi,Ascomycetes,42.8669,-,-,-,1
Fusarium verticillioides,Eukaryota,Fungi,Ascomycetes,41.8851,11,1,-,1
Fusarium virguliforme,Eukaryota,Fungi,Ascomycetes,50.4488,-,-,-,1
Fusobacterium,Bacteria,Fusobacteria,Fusobacteriia,2.49727,-,-,-,8
Fusobacterium gonidiaformans,Bacteria,Fusobacteria,Fusobacteriia,1.93043,-,-,-,2
Fusobacterium hwasookii,Bacteria,Fusobacteria,Fusobacteriia,2.46577,-,-,-,5
Fusobacterium mortiferum,Bacteria,Fusobacteria,Fusobacteriia,2.67104,-,-,-,1
Fusobacterium necrophorum,Bacteria,Fusobacteria,Fusobacteriia,2.60849,-,-,-,13
Fusobacterium nucleatum,Bacteria,Fusobacteria,Fusobacteriia,2.72102,2,-,3,36
Fusobacterium perfoetens,Bacteria,Fusobacteria,Fusobacteriia,2.10301,-,-,-,1
Fusobacterium periodonticum,Bacteria,Fusobacteria,Fusobacteriia,2.615,-,-,-,4
Fusobacterium russii,Bacteria,Fusobacteria,Fusobacteriia,1.9418,-,-,-,1
Fusobacterium ulcerans,Bacteria,Fusobacteria,Fusobacteriia,3.72694,-,-,-,2
Fusobacterium varium,Bacteria,Fusobacteria,Fusobacteriia,3.2998,-,-,-,1
GB virus C,Viruses,ssRNA viruses,Flaviviridae,0.009392,1,-,-,1
Gadus morhua,Eukaryota,Animals,Fishes,824.311,-,1,-,1
Gaetbulibacter saemankumensis,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,3.08915,-,-,-,1
Gaeumannomyces graminis,Eukaryota,Fungi,Ascomycetes,43.7687,-,-,-,1
Gaillardia latent virus,Viruses,ssRNA viruses,Betaflexiviridae,0.008659,1,-,-,1
Gairo virus,Viruses,ssRNA viruses,Arenaviridae,0.010609,2,-,-,1
Galbibacter marinus,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,3.57245,-,-,-,1
Galdieria sulphuraria,Eukaryota,Other,Other,13.712,-,2,-,1
Galeopterus variegatus,Eukaryota,Animals,Mammals,3187.66,-,1,-,1
Galerina marginata,Eukaryota,Fungi,Basidiomycetes,59.4182,-,-,-,1
Galinsoga mosaic virus,Viruses,ssRNA viruses,Tombusviridae,0.003803,1,-,-,1
Gallaecimonas pentaromativorans,Bacteria,Proteobacteria,Gammaproteobacteria,4.32084,-,-,-,1
Gallaecimonas xiamenensis,Bacteria,Proteobacteria,Gammaproteobacteria,4.06228,-,-,-,1
Galleria mellonella densovirus,Viruses,ssDNA viruses,Parvoviridae,0.006039,1,-,-,1
Gallibacterium anatis,Bacteria,Proteobacteria,Gammaproteobacteria,2.71742,1,-,1,22
Gallibacterium genomosp. 1,Bacteria,Proteobacteria,Gammaproteobacteria,2.35711,-,-,-,1
Gallibacterium genomosp. 2,Bacteria,Proteobacteria,Gammaproteobacteria,2.50218,-,-,-,1
Gallid herpesvirus 1,Viruses,"dsDNA viruses, no RNA stage",Herpesviridae,0.148687,1,-,-,1
Gallid herpesvirus 2,Viruses,"dsDNA viruses, no RNA stage",Herpesviridae,0.177874,1,-,-,1
Gallid herpesvirus 3,Viruses,"dsDNA viruses, no RNA stage",Herpesviridae,0.16427,1,-,-,1
Galliform aveparvovirus 1,Viruses,ssDNA viruses,Parvoviridae,0.005257,1,-,-,1
Gallionella,Bacteria,Proteobacteria,Betaproteobacteria,1.39611,-,-,-,1
Gallionella capsiferriformans,Bacteria,Proteobacteria,Betaproteobacteria,3.16247,1,-,-,1
Gallus gallus,Eukaryota,Animals,Birds,1046.93,33,1,-,1
Gammapapillomavirus 19,Viruses,"dsDNA viruses, no RNA stage",Papillomaviridae,0.007212,1,-,-,1
Gammapapillomavirus 6,Viruses,"dsDNA viruses, no RNA stage",Papillomaviridae,0.007263,1,-,-,3
Gammapapillomavirus 8,Viruses,"dsDNA viruses, no RNA stage",Papillomaviridae,0.007227,1,-,-,1
Gammaproteobacteria bacterium BRH_c0,Bacteria,Proteobacteria,Gammaproteobacteria,3.53328,-,-,-,1
Gammaproteobacteria bacterium JL1,Bacteria,Proteobacteria,Gammaproteobacteria,4.02083,-,-,-,1
Gammaproteobacteria bacterium MFB021,Bacteria,Proteobacteria,Gammaproteobacteria,4.4362,-,-,-,1
Gammaproteobacteria bacterium MOLA455,Bacteria,Proteobacteria,Gammaproteobacteria,2.60503,-,-,-,1
Gammaproteobacteria bacterium Q1,Bacteria,Proteobacteria,Gammaproteobacteria,4.5495,-,-,-,1
Gammaproteobacteria bacterium SCGC AAA003-E02,Bacteria,Proteobacteria,Gammaproteobacteria,1.60472,-,-,-,1
Gammaproteobacteria bacterium SG8_11,Bacteria,Proteobacteria,Gammaproteobacteria,3.88213,-,-,-,1
Gammaproteobacteria bacterium SG8_15,Bacteria,Proteobacteria,Gammaproteobacteria,2.7413,-,-,-,1
Gammaproteobacteria bacterium SG8_30,Bacteria,Proteobacteria,Gammaproteobacteria,2.82012,-,-,-,1
Gammaproteobacteria bacterium SG8_31,Bacteria,Proteobacteria,Gammaproteobacteria,5.96837,-,-,-,1
Gammaproteobacteria bacterium SG8_47,Bacteria,Proteobacteria,Gammaproteobacteria,2.69674,-,-,-,1
Gammaproteobacteria bacterium Z1,Bacteria,Proteobacteria,Gammaproteobacteria,4.05783,-,-,-,1
Ganoderma lucidum,Eukaryota,Fungi,Basidiomycetes,44.0804,-,1,-,3
Gardnerella vaginalis,Bacteria,Actinobacteria,Actinobacteria,1.875,1,-,-,43
Garlic common latent virus,Viruses,ssRNA viruses,Betaflexiviridae,0.008638,1,-,-,1
Garlic latent virus,Viruses,ssRNA viruses,Betaflexiviridae,0.008363,1,-,-,1
Garlic virus A,Viruses,ssRNA viruses,Alphaflexiviridae,0.00866,1,-,-,1
Garlic virus B,Viruses,ssRNA viruses,Alphaflexiviridae,0.008336,1,-,-,1
Garlic virus C,Viruses,ssRNA viruses,Alphaflexiviridae,0.008405,1,-,-,1
Garlic virus D,Viruses,ssRNA viruses,Alphaflexiviridae,0.008424,1,-,-,1
Garlic virus E,Viruses,ssRNA viruses,Alphaflexiviridae,0.008451,1,-,-,1
Garlic virus X,Viruses,ssRNA viruses,Alphaflexiviridae,0.008106,1,-,-,1
Gasterosteus aculeatus,Eukaryota,Animals,Fishes,446.611,-,1,-,1
Gastropod associated circular ssDNA virus,Viruses,ssDNA viruses,unclassified,0.002351,1,-,-,1
Gavia stellata,Eukaryota,Animals,Birds,1129.69,-,1,-,1
Gavialis gangeticus,Eukaryota,Animals,Other Animals,2188.35,-,1,-,1
Gayadomonas joobiniege,Bacteria,Proteobacteria,Gammaproteobacteria,3.91043,-,-,1,1
Gayfeather mild mottle virus,Viruses,ssRNA viruses,Bromoviridae,0.008499,3,-,-,1
Geitlerinema,Bacteria,Cyanobacteria,Oscillatoriophycideae,6.15235,1,-,-,2
Gelatoporia subvermispora,Eukaryota,Fungi,Basidiomycetes,38.9697,-,-,-,1
Gelidibacter mesophilus,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,4.43094,-,-,-,1
Gemella bergeri,Bacteria,Firmicutes,Bacilli,1.60451,-,-,-,1
Gemella cuniculi,Bacteria,Firmicutes,Bacilli,1.86968,-,-,-,1
Gemella haemolysans,Bacteria,Firmicutes,Bacilli,2.05344,-,-,-,2
Gemella morbillorum,Bacteria,Firmicutes,Bacilli,1.75292,-,-,-,1
Gemella sanguinis,Bacteria,Firmicutes,Bacilli,1.79549,-,-,-,2
Geminicoccus roseus,Bacteria,Proteobacteria,Alphaproteobacteria,5.69837,-,-,-,1
Geminocystis herdmanii,Bacteria,Cyanobacteria,Oscillatoriophycideae,4.26342,1,-,-,1
Gemmata,Bacteria,Planctomycetes,Planctomycetia,9.26919,-,-,-,1
Gemmata obscuriglobus,Bacteria,Planctomycetes,Planctomycetia,9.16184,-,-,-,1
Gemmatimonadetes bacterium JGI 0000112-M07,Bacteria,Gemmatimonadetes,Gemmatimonadetes,2.91259,-,-,-,1
Gemmatimonadetes bacterium SCGC AAA240-J22,Bacteria,Gemmatimonadetes,Gemmatimonadetes,0.630041,-,-,-,1
Gemmatimonas,Bacteria,Gemmatimonadetes,Gemmatimonadetes,4.29688,-,-,-,5
Gemmatimonas aurantiaca,Bacteria,Gemmatimonadetes,Gemmatimonadetes,4.63696,1,-,-,1
Gemmatimonas phototrophica,Bacteria,Gemmatimonadetes,Gemmatimonadetes,4.70687,-,-,-,1
Gemmatirosa kalamazoonesis,Bacteria,Gemmatimonadetes,Gemmatimonadetes,7.47921,1,-,2,1
Gemmobacter,Bacteria,Proteobacteria,Alphaproteobacteria,4.34443,-,-,-,1
Gemmobacter nectariphilus,Bacteria,Proteobacteria,Alphaproteobacteria,4.52364,-,-,-,1
Gemycircularvirus SL1,Viruses,unclassified viruses,unclassified,0.002199,1,-,-,1
Gemycircularvirus gemy-ch-rat1,Viruses,unclassified viruses,unclassified,0.002188,1,-,-,1
Genlisea aurea,Eukaryota,Plants,Land Plants,43.3578,-,-,-,1
Gentian Kobu-sho-associated virus,Viruses,dsRNA viruses,unclassified,0.022786,1,-,-,1
Gentian ovary ring-spot virus,Viruses,unclassified viruses,unclassified,0.009388,2,-,-,1
Geoalkalibacter ferrihydriticus,Bacteria,Proteobacteria,delta/epsilon subdivisions,3.83969,-,-,-,1
Geoalkalibacter subterraneus,Bacteria,Proteobacteria,delta/epsilon subdivisions,3.71765,1,-,1,1
Geobacillus,Bacteria,Firmicutes,Bacilli,3.91195,1,-,2,20
Geobacillus caldoxylosilyticus,Bacteria,Firmicutes,Bacilli,3.82655,-,-,-,2
Geobacillus kaustophilus,Bacteria,Firmicutes,Bacilli,3.68432,1,-,1,5
Geobacillus phage GBK2,Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,0.039078,1,-,-,1
Geobacillus phage GBSV1,Viruses,"dsDNA viruses, no RNA stage",unclassified,0.034683,1,-,-,1
Geobacillus stearothermophilus,Bacteria,Firmicutes,Bacilli,3.67649,1,-,3,9
Geobacillus subterraneus,Bacteria,Firmicutes,Bacilli,3.74674,-,-,-,1
Geobacillus thermocatenulatus,Bacteria,Firmicutes,Bacilli,3.5196,-,-,-,1
Geobacillus thermodenitrificans,Bacteria,Firmicutes,Bacilli,3.60801,1,-,1,2
Geobacillus thermoglucosidasius,Bacteria,Firmicutes,Bacilli,3.99379,1,-,2,5
Geobacillus thermoleovorans,Bacteria,Firmicutes,Bacilli,3.59662,1,-,-,2
Geobacillus virus E2,Viruses,unclassified phages,unclassified,0.040863,1,-,-,1
Geobacillus vulcani,Bacteria,Firmicutes,Bacilli,3.38911,-,-,-,1
Geobacter,Bacteria,Proteobacteria,delta/epsilon subdivisions,5.27741,1,-,-,3
Geobacter bemidjiensis,Bacteria,Proteobacteria,delta/epsilon subdivisions,4.61515,1,-,-,1
Geobacter bremensis,Bacteria,Proteobacteria,delta/epsilon subdivisions,4.65103,-,-,-,1
Geobacter daltonii,Bacteria,Proteobacteria,delta/epsilon subdivisions,4.3045,1,-,-,1
Geobacter lovleyi,Bacteria,Proteobacteria,delta/epsilon subdivisions,3.99487,1,-,1,1
Geobacter metallireducens,Bacteria,Proteobacteria,delta/epsilon subdivisions,4.01118,1,-,1,2
Geobacter pickeringii,Bacteria,Proteobacteria,delta/epsilon subdivisions,3.6187,1,-,-,1
Geobacter soli,Bacteria,Proteobacteria,delta/epsilon subdivisions,3.65721,-,-,-,1
Geobacter sulfurreducens,Bacteria,Proteobacteria,delta/epsilon subdivisions,4.56614,1,-,-,3
Geobacter toluenoxydans,Bacteria,Proteobacteria,delta/epsilon subdivisions,4.20736,-,-,-,1
Geobacter uraniireducens,Bacteria,Proteobacteria,delta/epsilon subdivisions,5.13636,1,-,-,1
Geodermatophilaceae bacterium URHA0031,Bacteria,Actinobacteria,Actinobacteria,5.23692,-,-,-,1
Geodermatophilaceae bacterium URHB0048,Bacteria,Actinobacteria,Actinobacteria,4.70588,-,-,-,1
Geodermatophilaceae bacterium URHB0062,Bacteria,Actinobacteria,Actinobacteria,5.09304,-,-,-,1
Geodermatophilus obscurus,Bacteria,Actinobacteria,Actinobacteria,5.3225,1,-,-,1
Geofilum rubicundum,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,4.9214,-,-,-,1
Geoglobus acetivorans,Archaea,Euryarchaeota,Archaeoglobi,1.86082,1,-,-,1
Geoglobus ahangari,Archaea,Euryarchaeota,Archaeoglobi,1.77009,1,-,-,1
Geomicrobium,Bacteria,Firmicutes,Bacilli,4.17037,-,-,-,4
Geopsychrobacter electrodiphilus,Bacteria,Proteobacteria,delta/epsilon subdivisions,4.24173,-,-,-,1
Georgenia,Bacteria,Actinobacteria,Actinobacteria,4.84219,-,-,-,1
Geospiza fortis,Eukaryota,Animals,Birds,1065.29,-,-,-,1
Geothrix fermentans,Bacteria,Fibrobacteres/Acidobacteria group,Acidobacteria,3.28981,-,-,-,1
Geotrichum candidum,Eukaryota,Fungi,Ascomycetes,41.3845,-,1,-,1
Geovibrio,Bacteria,Deferribacteres,Deferribacteres,2.97166,-,-,-,1
Gerris buenoi,Eukaryota,Animals,Insects,1000.16,-,-,-,1
Getah virus,Viruses,ssRNA viruses,Togaviridae,0.011597,1,-,-,1
Giant guitarfish polyomavirus 1,Viruses,"dsDNA viruses, no RNA stage",Polyomaviridae,0.003962,1,-,-,1
Giardia intestinalis,Eukaryota,Protists,Other Protists,12.0096,-,-,-,5
Giardia lamblia virus,Viruses,dsRNA viruses,Totiviridae,0.006277,1,-,-,1
Gibbon ape leukemia virus,Viruses,Retro-transcribing viruses,Retroviridae,0.008088,1,-,-,1
Gill-associated virus,Viruses,ssRNA viruses,Roniviridae,0.026253,1,-,-,1
Gilliamella apicola,Bacteria,Proteobacteria,Gammaproteobacteria,3.13941,1,-,-,6
